nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date
SHOT ME IN THE HEAD,JL. KEMUNING NO. 16,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,269,8,2.0,enriched_v1.0,2025-07-09
SETANGKAI KOPI,JL. KEMUNING NO. 8A,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,365,1,2.0,enriched_v1.0,2025-07-09
DAILY ROUTINE ESPRESSO BAR,JL. GANDAPURA NO. 34,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,630,8,2.0,enriched_v1.0,2025-07-09
CULTIVAR COFFEEHOUSE,JL. ANGGREK NO. 34,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,3525,1,2.0,enriched_v1.0,2025-07-09
KOPI PUDAK,JL. PUDAK,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,142,1,2.0,enriched_v1.0,2025-07-09
ROEMPI COFFEE & EATERY,JL. ANGGREK NO. 27,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,456,1,2.0,enriched_v1.0,2025-07-09
DUA COFFEE @ BANDUNG,JL. TAMAN CEMP NO.7,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,295,1,2.0,enriched_v1.0,2025-07-09
MC DARMO LA,JL. SUMATERA NO. 37,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,126,8,2.0,enriched_v1.0,2025-07-09
CREMERIA DI DEE GELATO SHOP,JL. GN. BATU NO. 2C,cidadap,4.4,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,High (4.0-4.5),Dessert,235,3,2.0,enriched_v1.0,2025-07-09
TJARANI CAFE BANDUNG,JL. BUNGUR NO. 25,sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Cafe,262,1,2.0,enriched_v1.0,2025-07-09
FAT BOX THE POP UP,JL. SUKAJADI NO. 199,sukajadi,3.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Medium (3.5-4.0),Restaurant,1338,8,2.0,enriched_v1.0,2025-07-09
AA BISTIK ASTANAANYAR,KOENYAH FOODCOURT JL. KLININGAN NO. 18,lengkong,4.1,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,427,8,2.0,enriched_v1.0,2025-07-09
RM CIGANEA MANG IDJOT,JL. DR. DJUNJUNAN NO. 137,cicendo,4.2,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,279,8,2.0,enriched_v1.0,2025-07-09
RESTORAN SIMPANG RAYA,JL. DR. DJUNJUNAN NO. 182,sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,107,8,2.0,enriched_v1.0,2025-07-09
WARUNG NASI KHAS SUNDA ASLI LAKSANA,JL. PROF. DR. SUTAMI NO. 67,sukasari,4.3,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Local Food,312,7,2.0,enriched_v1.0,2025-07-09
RM SAUNG KABAYAN,JL. DR. DJUNJUNAN NO. 107,cicendo,4.3,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,3435,8,2.0,enriched_v1.0,2025-07-09
HOKBEN PASKAL 160,JL. PASIR KALIKI NO. 160,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,3750,8,2.0,enriched_v1.0,2025-07-09
HOKBEN KEBON KAWUNG,JL. KEBON KAWUNG,cicendo,4.3,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,3725,8,2.0,enriched_v1.0,2025-07-09
KEDAI TIMBEL DAGO,JL. IR. H. JUANDA NO. 117,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,74,8,2.0,enriched_v1.0,2025-07-09
AYAM DJOGJA KEJAKSAAN,JL. KEJAKSAAN NO. 5,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,248,8,2.0,enriched_v1.0,2025-07-09
BEBEK GARANG,JL. BRAGA NO 34,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1412,8,2.0,enriched_v1.0,2025-07-09
FLAMING POTS BOIL & GRILL,JL. SUKAJADI NO. 193,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Western Food,223,10,2.0,enriched_v1.0,2025-07-09
GIGGLEBOX KARANGSARI,JL. KARANGSARI NO. 3,sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,439,8,2.0,enriched_v1.0,2025-07-09
DANAU SENTANI,JL. CIUMBULEUIT NO. 61,cidadap,4.3,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,High (4.0-4.5),Restaurant,2722,8,2.0,enriched_v1.0,2025-07-09
MEOKJA KOREAN BBQ,JL. CIUMBULEUIT NO. 63,cidadap,4.4,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,High (4.0-4.5),Korean Food,1320,6,2.0,enriched_v1.0,2025-07-09
PETRICHOR TEA HOUSE & COFFEE,JL. MAHMUD NO. 20,cicendo,5.0,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Cafe,106,1,2.0,enriched_v1.0,2025-07-09
EATLAH TEGGXAS,JL. PASIR KALIKI NO. 175,cicendo,4.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,125,8,2.0,enriched_v1.0,2025-07-09
GOKANA RAMEN BAR,JL. MERDEKA NO. 21,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Japanese Food,278,5,2.0,enriched_v1.0,2025-07-09
SKA DAPURLAUT,JL. SUKAJADI NO. 250,sukasari,4.8,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Seafood,144,9,2.0,enriched_v1.0,2025-07-09
RUSTIC OWL COFFEE,JL. GEGERKALONG HILIR NO. 117,sukasari,4.7,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Cafe,221,1,2.0,enriched_v1.0,2025-07-09
ALITE COFFEE 02,KPAD JL. GATOT RAYA NO. 2-4,sukasari,4.8,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Cafe,190,1,2.0,enriched_v1.0,2025-07-09
AYAM GEPREK PANGERAN GEGERKALONG,JL. GEGERKALONG HILIR NO. 106A,sukasari,4.2,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,3300,8,2.0,enriched_v1.0,2025-07-09
WINNER BRATWURST,JL. GEGERKALONG HILIR NO. 42,sukasari,4.3,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,320,8,2.0,enriched_v1.0,2025-07-09
PAPA BEAR,JL. GEGERKALONG HILIR NO. 74,sukasari,4.5,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,107,8,2.0,enriched_v1.0,2025-07-09
TERAS JAVA DIMSUM,JL. GEGERKALONG HILIR NO. 35,sukasari,5.0,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Chinese Food,61,2,2.0,enriched_v1.0,2025-07-09
HIDDEN RAMEN,JL. TAMANSARI NO. 11,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Japanese Food,83,5,2.0,enriched_v1.0,2025-07-09
BAKSO BOEDJANGAN SETIABUDHI,JL. DR. SETIABUDI NO. 170F,cidadap,4.0,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Medium (3.5-4.0),Restaurant,634,8,2.0,enriched_v1.0,2025-07-09
KEDAI KOPI KULO SETIABUDI,JL. DR. SETIABUDI,cidadap,4.2,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,High (4.0-4.5),Cafe,258,1,2.0,enriched_v1.0,2025-07-09
HALOA COFFEE & EATERY,JL. CIPEDES TENGAH NO. 198,sukajadi,4.7,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,216,1,2.0,enriched_v1.0,2025-07-09
WAROENG STEAK AND SHAKE SUTAMI BANDUNG,JL. PROF DR. SUTAMI NO. 23,sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Western Food,3431,10,2.0,enriched_v1.0,2025-07-09
KYOTOWN COFFEE,JL. BUNGUR NO. 37,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Cafe,143,1,2.0,enriched_v1.0,2025-07-09
WARUNG DE HARMONY,JL. CIUMBULEUIT NO. 59,cidadap,4.6,Rp 15.000 - 50.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Local Food,530,7,2.0,enriched_v1.0,2025-07-09
HI BREW!,JL. BOSCHA NO. 43,sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,59,8,2.0,enriched_v1.0,2025-07-09
SAMA DENGAN CIPAGANTI,JL.CIPAGANTI NO. 150-152,coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,69,8,2.0,enriched_v1.0,2025-07-09
BATAGOR H. ISAN,JL. GEGERKALONG HULIR NO. 203,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,115,8,2.0,enriched_v1.0,2025-07-09
HELLIKOPI,JL. GEGERKALONG HILIR NO. 181 A,sukasari,4.6,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Cafe,76,1,2.0,enriched_v1.0,2025-07-09
MANTAGI MINANG RESTO & COFFEE HOUSE,JL. PALASARI NO. 12,lengkong,4.1,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Cafe,5315,1,2.0,enriched_v1.0,2025-07-09
TOBUGI SUKI & JAPANESE GRILL,JL. LENGKONG KECIL PALEDANG,lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Japanese Food,105,5,2.0,enriched_v1.0,2025-07-09
COLONY CORNER,JL. SUMATERA NO. 31,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,478,8,2.0,enriched_v1.0,2025-07-09
MONSTER BITE PROGO,JL. PROGO NO. 1,bandung wetan,4.1,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,223,8,2.0,enriched_v1.0,2025-07-09
NGIKAN YUK SETIABUDI BANDUNG,JL. DR. SETIABUDI NO. 141,sukasari,4.2,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,3905,8,2.0,enriched_v1.0,2025-07-09
INDOMIE ENJOY BANDUNG,JL. DR. SETIABUDI NO. 139A,sukasari,4.5,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,132,8,2.0,enriched_v1.0,2025-07-09
RM. AVON GERLONG,JL. DR. SETIABUDI NO. 135,sukasari,4.1,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,201,8,2.0,enriched_v1.0,2025-07-09
7 CAFE,JL. DR. SETIABUDI NO. 182,cidadap,4.1,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,High (4.0-4.5),Cafe,227,1,2.0,enriched_v1.0,2025-07-09
ATOK RIZAL JAGONYA SATE 2,JL. DR. SETIABUDI NO. 105-K,sukasari,4.1,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,202,8,2.0,enriched_v1.0,2025-07-09
RUMAH MAKAN PADANG BU MUS,JL. CIMANUK NO. 9,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,143,7,2.0,enriched_v1.0,2025-07-09
YAGAMI RAMEN HOUSE CILIWUNG,JL. CILIWUNG NO. 2,bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Japanese Food,2886,5,2.0,enriched_v1.0,2025-07-09
MIE MERAPI PROGO,JL. PROGO NO. 35,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,267,8,2.0,enriched_v1.0,2025-07-09
MIE ACEH AYAH,JL. BUAH BATU,lengkong,4.3,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,2619,8,2.0,enriched_v1.0,2025-07-09
MIE MERAPI BUAH BATU,JL. BUAH BATU NO. 172,lengkong,4.3,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,525,8,2.0,enriched_v1.0,2025-07-09
RUMAH MAKAN BU TATANG,JL. SEKELOA TENGAH NO. 7,coblong,4.8,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,167,7,2.0,enriched_v1.0,2025-07-09
MIE MERAPI DIPATIUKUR,JL. DIPATI UKUR NO. 66-116,coblong,4.2,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,344,8,2.0,enriched_v1.0,2025-07-09
IQILO DIY,JL. PENATA YUDHA NO 2,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,544,8,2.0,enriched_v1.0,2025-07-09
RICHEESE FACTORY FLAMBOYANT SUKAJADI,JL. SUKAJADI NO. 234,sukasari,4.1,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,553,8,2.0,enriched_v1.0,2025-07-09
PONDOK MAKAN IKAN CIANJUR,JL. SUKAJADI NO. 246,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Local Food,1673,7,2.0,enriched_v1.0,2025-07-09
IKAN PESMOL CIANJUR,JL. DR. SETIABUDI NO. 85,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Restaurant,140,8,2.0,enriched_v1.0,2025-07-09
WKWK COFFEE,JL. PALASARI NO. 32,lengkong,3.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Medium (3.5-4.0),Cafe,3102,1,2.0,enriched_v1.0,2025-07-09
STARBUCKS LIVING PLAZA,JL. PASIR KALIKI NO. 121-123,cicendo,4.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,112,8,2.0,enriched_v1.0,2025-07-09
RICHEESE FACTORY PAJAJARAN,JL. PAJAJARAN NO. 65,cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,2682,8,2.0,enriched_v1.0,2025-07-09
GEDOGAN BRAGA,JL BRAGA NO. 63,sumur bandung,4.4,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,188,8,2.0,enriched_v1.0,2025-07-09
WARUNG BEBEK SAMBAL MANGGA,JL. DIPATI UKUR NO. 42,coblong,4.2,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Local Food,2992,7,2.0,enriched_v1.0,2025-07-09
CEKERAN MIDUN,"MONUMEN PERJUANGAN JL. SINGA PERBANGSA JL.
  DIPATIUKUR NO. 103C",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,108,8,2.0,enriched_v1.0,2025-07-09
NASI TELUR BABAK BELUR,JL MATARAM NO. 2,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Local Food,786,7,2.0,enriched_v1.0,2025-07-09
REMO WORKSPACE & CAFE,JL. PAHLAWAN NO. 73,cibeunying kidul,4.5,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Cafe,879,1,2.0,enriched_v1.0,2025-07-09
YOOGANE RIAU JUNCTION,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,124,8,2.0,enriched_v1.0,2025-07-09
KOREAN 28,JL. GANDAPURA NO. 71C,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Korean Food,442,6,2.0,enriched_v1.0,2025-07-09
BAKMIE MAMAN 3 GARDUJATI,JL. GARDUJATI NO. 52,andir,4.3,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,466,8,2.0,enriched_v1.0,2025-07-09
BAKMI TASIK TANPA MANGKOK,JL. GARDU JATI NO. 35,andir,4.3,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,425,8,2.0,enriched_v1.0,2025-07-09
RONDE JAHE GARDUJATI,JL. GARDUJATI NO. 58,andir,4.6,Rp 15.000 - 50.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Restaurant,55,8,2.0,enriched_v1.0,2025-07-09
MALATANG HOTPOT,JL. GARDU JATI NO. 9B,andir,4.5,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Restaurant,424,8,2.0,enriched_v1.0,2025-07-09
ES CENDOL ELIZABETH PUSAT,JL. INHOFTANK NO. 64 PELINDUNG HEWAN,astanaanyar,4.5,Rp 15.000 - 50.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,625,8,2.0,enriched_v1.0,2025-07-09
AYAM GEPREK PANGERAN MOH TOHA,JL. MOH TOHA NO. 173,regol,4.2,Rp 15.000 - 50.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,2561,8,2.0,enriched_v1.0,2025-07-09
LAPO SIAGIAN,JL. H. HASAN NO. 19A,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,425,8,2.0,enriched_v1.0,2025-07-09
WARUNG GAZEBOO,JL. JAPATI,coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,87,7,2.0,enriched_v1.0,2025-07-09
SATE MARANGGI KO ANGGA DAGO,JL. SURAPATI NO. 59,coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,58,8,2.0,enriched_v1.0,2025-07-09
WARUNG 87 RIA RIO,JL. TITIRAN NO. 25A,coblong,4.1,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Local Food,800,7,2.0,enriched_v1.0,2025-07-09
NASI BANCAKAN BARU,JL. DIPONEGORO NO. 25,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,2859,7,2.0,enriched_v1.0,2025-07-09
RUMAH MAKAN AMPERA,JL. KEBON KAWUNG NO. 28,cicendo,4.0,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Medium (3.5-4.0),Local Food,341,7,2.0,enriched_v1.0,2025-07-09
CARAVAN EAT THE RIBS,JL. BKR NO. 110,regol,4.6,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Restaurant,191,8,2.0,enriched_v1.0,2025-07-09
WARUNK CANOLI,JL. SRIWIJAYA NO. 65,regol,4.2,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,392,8,2.0,enriched_v1.0,2025-07-09
ARUNIKA COFFEE & BISTRO,JL. TERUSAN PASIRKOJA NO. 16,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,968,1,2.0,enriched_v1.0,2025-07-09
SOTO BANDUNG M TARYA,JL. SWAH KURUNG NO. 16,regol,4.4,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,232,8,2.0,enriched_v1.0,2025-07-09
WAROENG STEAK AND SHAKE BKR BANDUNG,JL. BKR NO. 176,regol,4.5,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Western Food,66,10,2.0,enriched_v1.0,2025-07-09
RAMSTEAK CIANJUR,JL. MOCH RAMDAN NO. 100,regol,4.5,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Western Food,227,10,2.0,enriched_v1.0,2025-07-09
DAPUR CEMARA,JL. MOH TOHA NO. 30,astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,59,8,2.0,enriched_v1.0,2025-07-09
KOPE TEPANYAKI,JL. CIBADAK NO. 101,astanaanyar,4.4,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,373,8,2.0,enriched_v1.0,2025-07-09
WARUNG NASI AMPERA DALEM KAUM,JL. KEPATIHAN NO. 19-51,regol,4.2,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Local Food,314,7,2.0,enriched_v1.0,2025-07-09
GEROBAK BANDUNG,JL. DIPATIUKUR,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,272,8,2.0,enriched_v1.0,2025-07-09
ZOE,JL. DIPATIUKUR,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,227,8,2.0,enriched_v1.0,2025-07-09
DI RUANG TENGAH,JL. L. L. R. E. MARTADINATA NO. 51,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,171,8,2.0,enriched_v1.0,2025-07-09
FATCOW,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,1168,8,2.0,enriched_v1.0,2025-07-09
DOUBLESTEAK JAWA,JL. JAWA NO. 46,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Western Food,158,10,2.0,enriched_v1.0,2025-07-09
MENDJAMU,JL. SUKARESMI NO. 5,sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,119,8,2.0,enriched_v1.0,2025-07-09
SE'I SAPI BUBULAE,SETRASARI MALL JL. SURYA SUMANTRI,sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,637,8,2.0,enriched_v1.0,2025-07-09
KAMPUNG CERBONAN,JL. MUSTANG B7 NO. 6,sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,168,8,2.0,enriched_v1.0,2025-07-09
COFFEE ROOM INDONESIA,JL. TERUSAN SUTAMI,sukajadi,4.9,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,97,1,2.0,enriched_v1.0,2025-07-09
NEWEST ILALANG AYAM BETUTU,JL. KARANG LAYANG NO. 24,sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,159,8,2.0,enriched_v1.0,2025-07-09
18 HRS CAFE,JL. DR. SETIABUDI NO. 103,sukasari,4.5,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Cafe,205,1,2.0,enriched_v1.0,2025-07-09
B' LEAF CAFE,JL. DR. SETIABUDI NO. 191,sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Cafe,358,1,2.0,enriched_v1.0,2025-07-09
MANGKOK LOKAL,JL. SUKAHAJI NO. 121,sukasari,4.6,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0),Restaurant,76,8,2.0,enriched_v1.0,2025-07-09
