nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan
MAGO COFFEE,"JL. BENGAWAN NO.64, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,106
MAKMUR JAYA,"4H9J+3F6, SUKAWARNA, KEC. SUKAJADI, KOTA BANDUNG,
  JAWA BARAT 40164",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,62
"LACA COFFEE, MUTUMANIKAM","JL. MUTUMANIKAM NO.67, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.0,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Medium (3.5-4.0),Cafe,241
MAMIRICA,"JL. BOSCHA NO.4, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,5.0,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,65
MANGATA 57 KOPI,"JL. IR. H. JUANDA NO.205, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40295",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,12
MARKA CAFE,"JL. TALAGA BODAS NO.32, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,712
MARKOPI BREWING & KITCHEN,"JL. DR. SETIABUDI NO.138, ISOLA, KEC. CIDADAP, KOTA
  BANDUNG, JAWA BARAT 40153",cidadap,4.8,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Cafe,17
MASAGI KOFFEE,"JL. GUNUNG KAREUMBI NO.1-B, CIUMBULEUIT, KEC.
  CIDADAP, KOTA BANDUNG, JAWA BARAT 40141",cidadap,4.6,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Restaurant,199
MASAKANNA,"CIPADUNG KIDUL, KEC. PANYILEUKAN, KOTA BANDUNG,
  JAWA BARAT",panyileukan,4.8,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,8
MASSUKA COFFEE AND EATERY,"JL. SURYALAYA NO.53, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,419
MEET.POT,"JL. ACEH NO.66, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40114",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,278
LINKCO COFFEE KOPI & FOOD CENTER,"RUKO OP-E1, KANTOR PUSAT LINKCO COFFEE KOPI &
  FOOD, THE SUITES @ METRO APARTMENT, JATISARI, KEC. BUAHBATU, KOTA BANDUNG,
  JAWA BARAT 40286",buahbatu,3.6,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Medium (3.5-4.0),Cafe,207
MICHI CAFE,"JL. SUMATERA NO.28-30, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,109
MILES COFFEE,"JL. GAJAH NO.27, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,164
MILILITER.COFFEE,"JL. DIPATI UKUR NO.36, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,64
MILLARY COFFEE,"GOR, JL. SAPARUA JL. AMBON, KOTA BANDUNG, JAWA
  BARAT 40115",bandung wetan,4.1,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,5411
MILUYU COFFEE LOUNGE,"JL. DIPATI UKUR NO.11, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,1024
MOKOPI CAFÈ,"JL. IBRAHIM ADJIE NO.71, BABAKAN SURABAYA, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40272",kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Cafe,168
MOKOPI.CO,"JL. CIPAMOKOLAN NO.65, CIPAMOKOLAN, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40292",rancasari,3.9,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,Medium (3.5-4.0),Cafe,422
MONDAY COFFEE DAGO,"JL. BUKIT DAGO UTARA I NO.9, DAGO, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Cafe,63
MONYETCOFFEE,"JL. BABAKAN SARI NO.35, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,4.6,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Cafe,118
MORNING GLORY COFFEE BANDUNG SETRASARI,"SETRA SARI MALL RUKO SETRASARI MALL KAV C2 NO 31,
  SUKAGALIH, SUKAJADI, BANDUNG CITY, WEST JAVA 40163",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Cafe,593
MUNCĂ COFFEE AND SPACE,"JL. CIWULAN NO.34, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,182
MUSAT SPACE,"JL. CILAKI NO.45, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,284
NADIR CAFE,"JL. RIUNG MUNGPULUNG III NO.100, CISARANTEN KIDUL,
  KEC. GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40295",gedebage,4.7,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Cafe,704
"NAKARA BOOK, CAFE, & LEARNING SPACE","JL. LENGKONG BESAR NO.51, CIKAWAO, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Cafe,4935
NAKED BROWN COFFEE & PAIRINGS,"JL. TRUNOJOYO NO.22, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,954
NAMELESS SERVE,"JL. RIUNG ARUM BARAT X NO.180, RT.004/RW.013,
  CISARANTEN KIDUL, KEC. GEDEBAGE, KOTA BANDUNG, JAWA BARAT 40294",gedebage,4.8,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,13
NANTI JUGA TAU KOPI,"SUDIRMAN ST MARKET, JL. JEND. SUDIRMAN NO.113,
  KARANGANYAR, KEC. ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Cafe,80
NATA D’KOPPI,"JL. DAGO NO.472, DAGO, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT 40135",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,91
NEIIRA KITCHEN & COFFEE,"JL. BENGAWAN NO.20, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,3731
NEMMU COFFEE,"NO. 5 A, JL. CIMANUK, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,100
NGOPI DOELOE,"JL. DR. SETIABUDI NO.187, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,500
NGOPI JON'S COFFEE & EATERY,"PARIS VAN JAVA, JL. SUKAJADI NO.810, CIPEDES, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.0,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Medium (3.5-4.0),Cafe,1615
NIETO COFFEE,"JL. SUKAMAJU 1 NO.14, PASTEUR, KEC. SUKAJADI, KOTA BANDUNG,
  JAWA BARAT 40161",sukajadi,4.7,Rp 15.000 - 50.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,278
NOMADIC COFFEE,"JL. JURANG NO.94, PASTEUR, KEC. SUKAJADI, KOTA BANDUNG, JAWA
  BARAT 40161",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,55
NOMINA.PUBLIC,"JL. KEMUNING NO.17, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,166
NOMO COFFEE,"JL. AMBON NO.16, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,119
NORTHWOOD,"JL. CIHAMPELAS NO.165, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,2389
NOUGHTS & CROSSES COFFEE,"PASKAL HYPER SQUARE, BLOK J, JL. PASIR KALIKI
  NO.25-27, ARJUNA, CICENDO, BANDUNG CITY, WEST JAVA 40181",cicendo,4.8,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Cafe,99
NUANSA COFFEE AND PATISSERIE,"JL. MARS TENGAH NO.47, MANJAHLEGA, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40286",rancasari,4.8,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,Very High (4.5-5.0),Cafe,70
MOSA COFFEE HOUSE,"JL. GOLF BAR. II NO.17, SUKAMISKIN, KEC. ARCAMANIK,
  KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,178
O.G COFFEE,"JL. BKR NO.141, CIGERELENG, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40253",regol,5.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Cafe,19
OL' POPS COFFEE MALABAR,"JL. TALAGA BODAS NO.29, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,8
ONEPERCENT COFFEE HOUSE,"JL. CEMARA NO.3, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,4.511549295774648,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,165
ONSITE CAFE & LIFESTYLE,"JL. BURANGRANG NO.3, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.0,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Medium (3.5-4.0),Cafe,541
OPPA COFFEE AND SPACE,"JALAN A.H NASUTION.75 KM7. KEL. KARANG PAMULANG,
  KEC. MANDALAJATI, SUKAMISKIN, KEC. ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40195",arcamanik,4.8,Rp 15.000 - 50.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Cafe,135
OSIRIS COFFEE,"JL. LENGKONG KECIL NO.24, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,269
OUT OF THE BOX CAFE,"JL. ANAK KALI CIKAPUNDUNG KOLOT NO.314 RT02/09,
  CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,5.0,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0),Cafe,63
PAPATONG CAFETERIA,"JL. TAMAN CITARUM NO.15, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,5028
PAULINA COFFEE & GALLERY,"JL. BELITUNG NO.9, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,127
PECAH KOPI,"JL. CIGADUNG RAYA TIMUR NO.5, CIGADUNG, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,58
PERSEGI COFFEE,"JL. CIHAMPELAS NO.144, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,976
PING - URBAN COFFEE HOUSE & EATERY,"JL. BUKIT INDAH I NO.6, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,4.8,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Cafe,8
PIVOT COFFEE,"JL. CIKUTRA NO.168, SUKAPADA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,4.8,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,89
POINT CAFE,"INDOMARET POINT, JL. DIPATI UKUR NO.85, LEBAKGEDE,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,3.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Medium (3.5-4.0),Cafe,177
NURONA SPACE,"JL. ARCAMANIK ENDAH NO.40A, SUKAMISKIN, KEC.
  ARCAMANIK, KOTA BANDUNG, JAWA BARAT 40293",arcamanik,4.7,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,761
POTEKAN WARUNG KOPI,"JL. BAYEM NO.1, LKR. SEL., KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40263",lengkong,4.9,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,121
PUBLIC SPACE CAFE,"JL. TEUKU UMAR NO.21, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,292
RAILWAY COFFEE - SETIABUDI,"JL. DR. SETIABUDI NO.45, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40161",sukajadi,4.7,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,259
RAJA CAFE BANDUNG,"JL. BENGAWAN NO.5, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,414
REDLONG GAYO COFFEE,"JL. TERUSAN CISOKAN DALAM JL. BRIGADIR JEND.
  KATAMSO NO.3A, CIHAUR GEULIS, KEC. CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT
  40132",cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Cafe,535
REPEAT.AM,"JL. SEDERHANA NO.87 - 89, PASTEUR, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40161",sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,193
RERE COFFEE,"JL. EMBONG NO.06, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,165
RESE.SPACE,"JL. PURWAKARTA NO.200B, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.9,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,Very High (4.5-5.0),Restaurant,42
RETRI COFFEE,"JL. PANAITAN NO.41, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,4763
RIAU 20,"LLRE MARTADINATA ST NO.20, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,14
RIGHTHANDS COFFEE,"JL. CISOKAN NO.8C, CICADAS, KEC. CIBEUNYING KIDUL,
  KOTA BANDUNG, JAWA BARAT 40121",cibeunying kidul,4.4,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Cafe,3868
RISALAH COFFEE,"PASIR BIRU, KEC. CIBIRU, KOTA BANDUNG, JAWA BARAT
  40615",cibiru,4.7,Rp 15.000 - 50.000,76236.0,6.84,11145.61,3.04841784216546,7.0,8.0,Very High (4.5-5.0),Cafe,611
ROCK STAR MUSIC CAFE,"KW. NIAGA METRO TRADE CENTER, METRO TRADE CENTER/
  MTC/ MIM KAV G. 25, JL. SOEKARNO HATTA, SEKEJATI, KEC. BUAHBATU, KOTA
  BANDUNG, JAWA BARAT 40286",buahbatu,4.4,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Cafe,244
ROEMAH AKI,"JL. KAKAP JL. ANDIR NO.80B/26, CIROYOM, KEC. ANDIR,
  KOTA BANDUNG, JAWA BARAT 40171",andir,4.8,Rp 15.000 - 50.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Restaurant,157
ROEMPI COFFEE,"JL. ANGGREK NO.27, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,3516
ROGER'S CAFE & LOUNGE,"JL. IR. H. JUANDA NO.97, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40116",coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Cafe,318
ROOFTOP COFFEE,"BANDUNG TRADE MALL, PARKIRAN ROOFTOP, JL. IBRAHIM
  ADJIE NO.47, CICADAS, KEC. KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40272",kiaracondong,4.7,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Cafe,255
RUANG KETIGA,"JL. RAYA PANYILEUKAN, CIPADUNG KIDUL, KEC.
  PANYILEUKAN, KOTA BANDUNG, JAWA BARAT 40614",panyileukan,4.9,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,147
RUANG KOPI TIGADUA,"JL. NANAS NO.32, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,35
RUANG MIMPI COFFEE,"JL. WIRA ANGUN ANGUN NO.22, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,12
RUANGDUDUK.CO,"JL. WAYANG NO.2, BURANGRANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,432
RUMAH SEDUH I 55,"JL. SAKOLA NO.1, CIPADUNG KIDUL, KEC. PANYILEUKAN,
  KOTA BANDUNG, JAWA BARAT 40164",panyileukan,5.0,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,Very High (4.5-5.0),Restaurant,58
SACHLI COFFEE SPACE,"JL. SAMPURNA NO.10A, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Cafe,65
SAFEZONE COFFEE & BAR,"JL. CIBADAK NO.229, CIBADAK, KEC. ASTANAANYAR, KOTA
  BANDUNG, JAWA BARAT 40241",astanaanyar,4.6,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Cafe,122
SALATRI 13 CAFE,"JL. SULTAN AGUNG NO.13, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,3715
SAN.DA.RAN COFFEE,"JL. KARAWITAN NO.3, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,43
SANJI EATERY,"JL. SUMBER MEKAR, BABAKAN, KEC. BABAKAN CIPARAY,
  KOTA BANDUNG, JAWA BARAT 40223",babakan ciparay,4.3,Rp 15.000 - 50.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,173
SANS CO.,"JL. IR. H. JUANDA NO.347, RW.05, DAGO, COBLONG,
  BANDUNG CITY, WEST JAVA 40135",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,642
SASTA COFFEE ROASTERY,"JL. SURYALAYA XIV NO.3, CIJAGRA, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40265",lengkong,5.0,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,25
SATU ATAP CAFE & RESTO,"LLRE MARTADINATA ST NO.87, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Cafe,285
SATU PINTU COFFEE,"JL. ACEH NO.56, RT.05 RW03, MERDEKA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,168
SAUVAGE COFFEE,"JL. RANCABENTANG NO.3, CIUMBULEUIT, KEC. CIDADAP,
  KOTA BANDUNG, JAWA BARAT 40141",cidadap,5.0,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Very High (4.5-5.0),Cafe,176
SAWO COFFEE AND ROASTERY,"JL. BRAGA NO.76, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,288
SAYVELLS COFFEE,"JL. BUAH BATU NO.121, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.9,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Cafe,97
